TAX_YEAR,ROLL_NUM,ADDRESS,YEAR_BUILT,ASSESSCLAS,BLDG_DESC,BLDG_METRE,BLDG_FEET,GARAGE,FIREPLACE,BASEMENT,BSMTDEVL,ASSESSMENT,LATITUDE,LONGITUDE
2015,1334107008,73 23211 TWP RD 520,1982,Residential,1 Storey & Basement,168,1805,Y,Y,Y,Y,646000,53.45041586,-113.2983209
2015,1334109004,51566 RNG RD 232,1969,Residential,2 Storey Basementless,200,2158,Y,Y,N,N,561000,53.45102596,-113.2983222
2015,1334110002,37 23211 TWP RD 520,1995,Residential,Split Entry,123,1328,Y,N,Y,Y,572000,53.45159687,-113.2983235
2015,1334112008,51576 RNG RD 232,1963,Residential,1 Storey & Basement,134,1439,Y,N,Y,Y,438000,53.4533096,-113.2983274
2015,1334111000,51574 RNG RD 232,1957,Residential,1 Storey & Basement,89,960,Y,Y,Y,Y,398000,53.45216777,-113.2983248
2015,1323104008,493 23109 TWP RD 514,1973,Residential,1 Storey & Basement,118,1273,Y,Y,Y,Y,471000,53.42300297,-113.2829924
2015,1323103000,505 23109 TWP RD 514,1976,Residential,1 Storey Slab on Grade,96,1038,Y,N,N,N,445000,53.42300297,-113.2829924
2015,1325102000,51474 HWY 21,1956,Residential,1 Storey & Basement,114,1223,Y,Y,Y,Y,327000,53.43862815,-113.2470763
2015,1323102002,517 23109 TWP RD 514,1976,Residential,2 Storey & Basement,187,2010,Y,Y,Y,N,539000,53.42470135,-113.2829937
2015,1323141000,518 23109 TWP RD 514,1910,Residential,1 Storey Basementless,88,948,N,N,N,N,246000,53.42470012,-113.2806839
2015,1323129005,254 23109 TWP RD 514,2006,Residential,1 Storey & Basement,218,2350,Y,Y,Y,Y,887000,53.42399128,-113.2763226
2015,1323128007,242 23109 TWP RD 514,1977,Residential,2 Storey & Basement,185,1995,Y,Y,Y,Y,622000,53.42469767,-113.2763213
2015,1323139004,494 23109 TWP RD 514,1974,Residential,Split Entry,100,1075,Y,Y,Y,Y,432000,53.42289663,-113.2783569
2015,1323140002,506 23109 TWP RD 514,1974,Residential,1 Storey & Basement,275,2957,Y,Y,Y,Y,739000,53.4236047,-113.2806856
2015,1324318003,1 23045 TWP RD 514,1991,Residential,1 Storey & Basement,208,2234,N,Y,Y,N,606000,53.42472259,-113.2600833
2015,1313709006,109 23054 TWP RD 512,1997,Residential,1 Storey & Basement,189,2030,Y,Y,Y,Y,765000,53.39697352,-113.2655397
2015,1314129105,14 51248 RNG RD 231,1991,Residential,1 Storey Slab on Grade,98,1051,Y,N,N,N,392000,53.40623946,-113.2750025
2015,1323114007,373 23109 TWP RD 514,1991,Residential,Split Level & Crawl Space,206,2219,Y,Y,Y,N,715000,53.4190885,-113.2773308
2015,1323113009,385 23109 TWP RD 514,1987,Residential,2 Storey & Basement,236,2540,Y,Y,Y,Y,805000,53.41908901,-113.2783852
2015,1323123008,265 23109 TWP RD 514,1974,Residential,2 Storey & Basement,198,2133,Y,Y,Y,Y,566000,53.42346393,-113.2736273
2015,1323124006,253 23109 TWP RD 514,1992,Residential,1 Storey & Basement,190,2047,Y,Y,Y,Y,658000,53.42346393,-113.2736273
2015,1334121009,122 23211 TWP RD 520,1964,Non-Residential / Residential,2 Storey & Basement,149,1604,Y,Y,Y,Y,466000,53.44825694,-113.3014947
2015,1334120001,110 23211 TWP RD 520,1930,Residential,1 Storey Basementless,89,961,Y,N,N,N,291000,53.44825694,-113.3014947
2015,1313302000,373 51247 RNG RD 231,1999,Residential,1 Storey & Basement,153,1652,Y,Y,Y,Y,754000,53.40869366,-113.2683698
2015,1334119003,98 23211 TWP RD 520,1958,Residential,1 Storey & Basement,89,960,Y,Y,Y,Y,432000,53.44882771,-113.3014961
2015,1334118005,86 23211 TWP RD 520,2004,Residential,1 Storey & Basement,142,1533,Y,Y,Y,Y,670000,53.4493985,-113.3014975
2015,1334117007,74 23211 TWP RD 520,1958,Residential,1 Storey & Basement,238,2561,Y,Y,Y,Y,715000,53.45054006,-113.3015003
2015,1334116009,62 23211 TWP RD 520,1958,Residential,1 Storey & Basement,134,1443,Y,Y,Y,Y,534000,53.45054006,-113.3015003
2015,1334115001,50 23211 TWP RD 520,1960,Residential,2 Storey & Basement,216,2325,Y,Y,Y,Y,716000,53.45111086,-113.3015017
2015,1334114004,38 23211 TWP RD 520,1958,Residential,1 Storey Basementless,224,2407,Y,Y,N,N,524000,53.45168165,-113.3015032
2015,1324321007,182 23045 TWP RD 514,1981,Residential,Split Level,285,3069,Y,Y,Y,N,559000,53.4247104,-113.2647953
2015,1324322005,170 23045 TWP RD 514,1974,Residential,Split Level & Crawl Space,166,1790,Y,Y,Y,N,495000,53.42407097,-113.2647907
2015,1324310000,97 23045 TWP RD 514,1973,Residential,1 Storey & Basement,139,1493,Y,Y,Y,Y,445000,53.42252234,-113.265962
2015,1323115004,361 23109 TWP RD 514,1978,Residential,1 Storey & Basement,152,1640,Y,Y,Y,Y,542000,53.41908798,-113.2762764
2015,1323142008,530 23109 TWP RD 514,1993,Residential,1 Storey & Basement,137,1476,Y,Y,Y,Y,577000,53.42469929,-113.2791707
2015,1314126002,74 51248 RNG RD 231,1979,Residential,1 Storey & Basement,143,1536,Y,Y,Y,Y,531000,53.40550519,-113.2800455
2015,1324325008,2 23045 TWP RD 514,1987,Residential,2 Storey & Basement,170,1829,Y,Y,Y,Y,611000,53.42472166,-113.26045
2015,1324326006,14 23045 TWP RD 514,1977,Residential,2 Storey & Basement,191,2054,Y,Y,Y,Y,527000,53.42413247,-113.2632648
2015,1326508007,61 23114 TWP RD 514,1990,Residential,1 Storey & Basement,215,2319,Y,Y,Y,Y,736000,53.42561958,-113.2807405
2015,1313708008,97 23054 TWP RD 512,1977,Residential,2 Storey & Basement,231,2491,Y,Y,Y,Y,594000,53.39692114,-113.2671433
2015,1314113000,49 51248 RNG RD 231,1987,Residential,1 Storey & Basement,158,1698,Y,Y,Y,Y,614000,53.40444553,-113.2786022
2015,1323125003,51380 RNG RD 231,1976,Residential,1 Storey & Basement,135,1455,Y,Y,Y,Y,466000,53.42451367,-113.270874
2015,1324311008,85 23045 TWP RD 514,1973,Residential,1 Storey & Basement,158,1706,Y,Y,Y,Y,577000,53.42253778,-113.2647705
2015,1324303005,181 23045 TWP RD 514,1973,Residential,1 Storey & Basement,266,2863,Y,Y,Y,N,547000,53.42469542,-113.2704934
2015,1335301006,23141 TWP RD 520,1957,Residential,1 Storey & Basement,62,672,Y,N,Y,Y,352000,53.45188922,-113.2838384
2015,1324313004,61 23045 TWP RD 514,1975,Residential,2 Storey & Basement,191,2052,Y,Y,Y,Y,526000,53.42266791,-113.2624932
2015,1324304003,169 23045 TWP RD 514,1974,Residential,2 Storey & Basement,219,2360,Y,Y,Y,Y,675000,53.42409285,-113.2704936
2015,1309500013,51124 RNG RD 233,1972,Residential,Split Entry,117,1260,Y,Y,Y,Y,394000,53.38583896,-113.3213739
2015,1334108006,61 23211 TWP RD 520,1955,Residential,1 Storey & Basement,112,1207,Y,N,Y,Y,467000,53.45041586,-113.2983209
2015,1313710004,121 23054 TWP RD 512,1976,Residential,Split Entry,140,1505,Y,Y,Y,Y,526000,53.39651287,-113.2640168
2015,1313301002,385 51247 RNG RD 231,1976,Residential,1 Storey & Basement,120,1295,Y,Y,Y,Y,457000,53.41029124,-113.2704822
2015,1314125004,98 51248 RNG RD 231,2012,Residential,1 3/4 Storey & Basement,246,2653,Y,Y,Y,Y,968000,53.40611816,-113.280046
2015,1324705001,170 51313 RNG RD 231,1985,Residential,Split Entry,132,1424,Y,Y,Y,Y,653000,53.41616274,-113.2646127
2015,1324323003,134 23045 TWP RD 514,1975,Residential,2 Storey & Basement,192,2069,Y,Y,Y,Y,452000,53.42343153,-113.264786
2015,1312337007,1 51149 RNG RD 231,1990,Residential,1 Storey & Basement,119,1286,Y,Y,Y,N,438000,53.39011242,-113.2703776
2015,1323120004,301 23109 TWP RD 514,1988,Residential,1 Storey & Basement,161,1732,Y,Y,Y,Y,586000,53.42049574,-113.2728209
2015,1326510003,85 23114 TWP RD 514,1981,Residential,1 Storey & Basement,174,1869,Y,Y,Y,N,592000,53.42628131,-113.280836
2015,1326503008,62 23114 TWP RD 514,1978,Residential,2 Storey & Basement,238,2559,Y,Y,Y,Y,651000,53.4249834,-113.2829939
2015,1323105005,481 23109 TWP RD 514,1980,Residential,1 Storey & Basement,137,1469,N,Y,Y,Y,544000,53.42215344,-113.2810544
2015,1324703006,194 51313 RNG RD 231,1998,Residential,1 Storey & Basement,129,1392,Y,Y,Y,Y,635000,53.41752063,-113.268808
2015,1326509005,73 23114 TWP RD 514,1980,Residential,2 Storey & Basement,255,2747,Y,Y,Y,Y,676000,53.42561958,-113.2807405
2015,1324704004,182 51313 RNG RD 231,1981,Residential,2 Storey & Basement,293,3150,Y,Y,Y,Y,772000,53.41629737,-113.2674415
2015,1313311001,374 51247 RNG RD 231,1993,Residential,1 Storey & Basement,111,1200,Y,N,Y,Y,562000,53.40845653,-113.2704801
2015,1312302001,254 51149 RNG RD 231,1984,Residential,1 Storey & Basement,187,2018,Y,Y,Y,Y,604000,53.39370019,-113.2703846
2015,1312315003,2 51149 RNG RD 231,1986,Residential,1 Storey & Basement,137,1479,Y,N,Y,Y,501000,53.39204323,-113.2703814
2015,1324706009,158 51313 RNG RD 231,1990,Residential,1 Storey & Basement,183,1971,Y,Y,Y,Y,730000,53.4160755,-113.2633379
2015,1322501006,51308 RNG RD 232,1979,Residential,Split Level,196,2113,Y,Y,Y,Y,564000,53.41167913,-113.2967932
2015,1326511001,97 23114 TWP RD 514,1985,Residential,1 Storey & Basement,233,2508,Y,Y,Y,Y,703000,53.42684855,-113.2806773
2015,1324707007,146 51313 RNG RD 231,1984,Residential,1 Storey & Basement,139,1491,Y,Y,Y,Y,572000,53.4159945,-113.2621541
2015,1323138006,482 23109 TWP RD 514,1974,Residential,1 Storey & Basement,143,1543,Y,Y,Y,Y,541000,53.42219159,-113.2806876
2015,1324715000,169 51313 RNG RD 231,1981,Residential,2 Storey & Basement,326,3506,Y,Y,Y,Y,1026000,53.41487064,-113.2656675
2015,1312331000,73 51149 RNG RD 231,1983,Residential,1 Storey & Basement,114,1231,Y,N,Y,Y,511000,53.39011696,-113.263836
2015,1312332008,61 51149 RNG RD 231,1993,Residential,1 Storey & Basement,132,1421,Y,N,Y,Y,584000,53.39011622,-113.2649355
2015,1312333006,49 51149 RNG RD 231,1980,Residential,1 Storey & Basement,140,1511,Y,N,Y,N,379000,53.39011547,-113.2660349
2015,1312334004,37 51149 RNG RD 231,1981,Residential,Split Entry,147,1583,Y,Y,Y,Y,558000,53.39011472,-113.2671343
2015,1312335001,25 51149 RNG RD 231,1993,Residential,1 Storey & Basement,196,2110,Y,Y,Y,Y,673000,53.39011395,-113.2682337
2015,1312336009,13 51149 RNG RD 231,1993,Residential,Split Level,156,1677,Y,Y,Y,Y,592000,53.39011317,-113.2693332
2015,1326513007,38 23114 TWP RD 514,1989,Residential,1 Storey & Basement,167,1797,Y,Y,Y,Y,622000,53.42757281,-113.2781351
2015,1314108000,109 51248 RNG RD 231,1984,Residential,2 Storey Basementless,191,2052,Y,Y,N,N,554000,53.40614588,-113.2805043
2015,1323121002,289 23109 TWP RD 514,1974,Residential,1 Storey & Basement,116,1247,Y,Y,Y,Y,491000,53.42135169,-113.2709524
2015,1323106003,469 23109 TWP RD 514,1974,Residential,1 Storey & Basement,162,1742,Y,Y,Y,Y,538000,53.42125469,-113.282991
2015,1313312009,362 51247 RNG RD 231,1976,Residential,2 Storey & Basement,369,3969,Y,Y,Y,Y,909000,53.40665562,-113.2696535
2015,1324708005,134 51313 RNG RD 231,1984,Residential,1 Storey & Basement,164,1768,Y,Y,Y,Y,615000,53.41753685,-113.2621604
2015,1323112001,397 23109 TWP RD 514,1974,Residential,Split Level & Crawl Space,107,1155,Y,Y,Y,Y,492000,53.41752059,-113.2796881
2015,1314112002,61 51248 RNG RD 231,1990,Residential,2 Storey & Basement,157,1691,Y,Y,Y,Y,575000,53.40307325,-113.280061
2015,1324713005,181 51313 RNG RD 231,1987,Residential,1 Storey & Basement,141,1521,Y,Y,Y,Y,672000,53.41428524,-113.2681898
2015,1324309002,109 23045 TWP RD 514,1980,Residential,2 Storey & Basement,202,2175,Y,Y,Y,Y,580000,53.42113706,-113.2674226
2015,1313313007,350 51247 RNG RD 231,1975,Residential,1 Storey & Basement,153,1642,Y,Y,Y,N,536000,53.40842516,-113.2684613
2015,1324702008,206 51313 RNG RD 231,1984,Residential,1 Storey & Basement,134,1444,Y,Y,Y,Y,591000,53.41637461,-113.2686984
2015,1313303008,361 51247 RNG RD 231,1978,Residential,1 Storey & Basement,135,1455,Y,Y,Y,Y,501000,53.40869366,-113.2683698
2015,1323135002,434 23109 TWP RD 514,1976,Residential,1 Storey & Basement,207,2225,Y,Y,Y,Y,683000,53.42013942,-113.2780673
2015,1324305000,157 23045 TWP RD 514,1975,Residential,1 Storey & Basement,145,1559,Y,Y,Y,Y,507000,53.42349029,-113.2704937
2015,1324709003,122 51313 RNG RD 231,1984,Residential,1 Storey & Basement,136,1466,Y,Y,Y,Y,657000,53.41593219,-113.2609514
2015,1312316001,253 51149 RNG RD 231,1994,Residential,1 Storey Basementless,112,1207,N,N,N,N,353000,53.39561515,-113.2703884
2015,1323136000,458 23109 TWP RD 514,1985,Residential,2 Storey & Basement,262,2816,Y,Y,Y,Y,798000,53.42071082,-113.2804984
2015,1323137008,470 23109 TWP RD 514,1974,Residential,1 Storey & Basement,156,1680,Y,Y,Y,Y,549000,53.42154616,-113.2782916
2015,1313707000,85 23054 TWP RD 512,2008,Residential,2 Storey Slab on Grade,230,2478,N,Y,N,N,469000,53.39590624,-113.2689699
2015,1312309006,122 51149 RNG RD 231,1993,Residential,2 Storey Basementless,203,2180,Y,N,N,N,494000,53.39204832,-113.2627859
2015,1312323007,169 51149 RNG RD 231,1995,Residential,1 Storey & Basement,170,1825,Y,Y,Y,Y,692000,53.3924191,-113.261098
2015,1324327004,50 23045 TWP RD 514,1993,Residential,1 Storey & Basement,140,1504,Y,Y,Y,Y,695000,53.42355056,-113.2632606
2015,1312324005,157 51149 RNG RD 231,1982,Residential,1 Storey & Basement,161,1733,Y,Y,Y,Y,594000,53.3924191,-113.261098
2015,1312325002,145 51149 RNG RD 231,1993,Residential,2 Storey & Basement,232,2496,Y,Y,Y,Y,728000,53.39167967,-113.2610967
2015,1312308008,182 51149 RNG RD 231,1992,Residential,1 3/4 Storey & Basement,148,1589,Y,N,Y,Y,497000,53.39204832,-113.2627859
2015,1326514005,26 23114 TWP RD 514,1980,Residential,2 Storey & Basement,211,2270,Y,Y,Y,Y,621000,53.42693629,-113.2758254
2015,1324710001,110 51313 RNG RD 231,1996,Residential,2 Storey & Basement,204,2198,Y,Y,Y,Y,668000,53.4175428,-113.2596848
2015,1312307000,194 51149 RNG RD 231,1992,Residential,1 Storey & Basement,130,1397,Y,Y,Y,Y,515000,53.39370437,-113.2640258
2015,1312305004,218 51149 RNG RD 231,1993,Residential,1 Storey & Basement,193,2073,Y,Y,Y,Y,679000,53.3920459,-113.2664966
2015,1312310004,62 51149 RNG RD 231,1995,Residential,1 Storey & Basement,122,1313,Y,Y,Y,Y,492000,53.39204752,-113.2640228
2015,1312306002,206 51149 RNG RD 231,1990,Residential,1 Storey & Basement,124,1339,Y,Y,Y,Y,471000,53.39370358,-113.2652627
2015,1312311002,50 51149 RNG RD 231,1995,Residential,Split Entry,148,1597,Y,Y,Y,Y,586000,53.39087244,-113.2640207
2015,1312304007,230 51149 RNG RD 231,1994,Residential,Split Entry,119,1278,Y,N,Y,Y,553000,53.39370197,-113.2677366
2015,1312312000,38 51149 RNG RD 231,1980,Residential,1 Storey & Basement,153,1647,Y,Y,Y,N,497000,53.3920459,-113.2664966
2015,1312313008,26 51149 RNG RD 231,1996,Residential,2 Storey & Basement,223,2401,Y,Y,Y,Y,679000,53.39204506,-113.2677335
2015,1324712007,193 51313 RNG RD 231,1984,Residential,1 Storey & Basement,155,1671,Y,Y,Y,Y,622000,53.41428531,-113.2693356
2015,1314124007,122 51248 RNG RD 231,1991,Residential,2 Storey & Basement,182,1961,Y,Y,Y,Y,568000,53.4063276,-113.2799741
2015,1323122000,277 23109 TWP RD 514,1974,Residential,1 Storey & Basement,127,1372,Y,Y,Y,Y,447000,53.42284786,-113.2736186
2015,1326516000,2 23114 TWP RD 514,1983,Residential,2 Storey & Basement,221,2377,Y,Y,Y,Y,730000,53.42498074,-113.2780938
2015,1312320003,205 51149 RNG RD 231,1992,Residential,1 Storey & Basement,156,1677,Y,Y,Y,Y,641000,53.39561795,-113.2654037
2015,1312319005,217 51149 RNG RD 231,1990,Residential,2 Storey & Basement,173,1861,Y,Y,Y,Y,628000,53.39561726,-113.2666636
2015,1312318007,229 51149 RNG RD 231,1986,Residential,2 Storey & Basement,185,1996,Y,Y,Y,Y,569000,53.39561656,-113.2679235
2015,1314107002,121 51248 RNG RD 231,1992,Residential,1 Storey & Basement,179,1927,Y,Y,Y,Y,626000,53.40646916,-113.2804399
2015,1323130003,266 23109 TWP RD 514,1988,Residential,2 Storey & Basement,190,2046,Y,Y,Y,Y,578000,53.42328488,-113.2763238
2015,1323107001,457 23109 TWP RD 514,1974,Residential,Split Entry,135,1449,Y,Y,Y,Y,520000,53.42046303,-113.2829904
2015,1311700007,51109 RNG RD 232,1960,Exempt / Farmland / Residential,1 Storey & Basement,125,1345,Y,Y,Y,Y,315000,53.3833426,-113.2950461
2015,1323133007,302 23109 TWP RD 514,1974,Residential,1 Storey & Basement,143,1539,Y,Y,Y,N,449000,53.42042155,-113.2756047
2015,1314123009,134 51248 RNG RD 231,1994,Residential,1 Storey & Basement,172,1855,Y,Y,Y,Y,692000,53.40713229,-113.2796979
2015,1313327007,241 51247 RNG RD 231,2009,Residential,2 Storey & Basement,368,3965,Y,Y,Y,N,1183000,53.40433327,-113.2601822
2015,1314122001,170 51248 RNG RD 231,1994,Residential,1 Storey & Basement,142,1534,Y,Y,Y,Y,567000,53.40788601,-113.2794392
2015,1314128008,26 51248 RNG RD 231,1976,Residential,2 Storey & Basement,176,1897,Y,Y,Y,N,444000,53.40641757,-113.2763324
2015,1324317005,13 23045 TWP RD 514,2002,Residential,2 Storey & Basement,201,2163,Y,Y,Y,Y,828000,53.42373684,-113.2600759
2015,1326515002,14 23114 TWP RD 514,1989,Residential,1 Storey & Basement,210,2264,Y,Y,Y,N,708000,53.42561731,-113.278104
2015,1314109008,97 51248 RNG RD 231,1986,Residential,2 Storey & Basement,165,1773,Y,Y,Y,Y,489000,53.40587207,-113.280504
2015,1324714003,175 51313 RNG RD 231,1985,Residential,1 Storey & Basement,247,2657,Y,Y,Y,Y,673000,53.41428515,-113.267044
2015,1323116002,349 23109 TWP RD 514,1975,Residential,1 Storey & Basement,143,1535,Y,Y,Y,Y,483000,53.4191143,-113.2752217
2015,1322104007,51342 RNG RD 232,1976,Residential,2 Storey & Basement,247,2657,Y,Y,Y,Y,733000,53.41877827,-113.2974479
2015,1312326000,133 51149 RNG RD 231,1993,Residential,1 Storey & Basement,167,1794,Y,Y,Y,Y,646000,53.39065683,-113.2611792
2015,1323119006,313 23109 TWP RD 514,1974,Residential,1 Storey & Basement,153,1643,Y,Y,Y,Y,468000,53.41929764,-113.2709528
2015,1323304004,51347 RNG RD 232,1990,Residential,2 Storey & Basement,225,2423,Y,Y,Y,Y,702000,53.41918232,-113.2950251
2015,1324314002,49 23045 TWP RD 514,1977,Residential,2 Storey & Basement,240,2585,Y,Y,Y,Y,636000,53.42274359,-113.2614371
2015,1324718004,26 51313 RNG RD 231,1998,Residential,2 Storey & Basement,167,1799,Y,Y,Y,N,608000,53.41428524,-113.2681898
2015,1314102003,181 51248 RNG RD 231,1990,Residential,1 Storey & Basement,139,1494,Y,Y,Y,Y,541000,53.4088384,-113.2778331
2015,1324711009,205 51313 RNG RD 231,1979,Residential,Split Entry,203,2189,Y,Y,Y,Y,714000,53.41606209,-113.2704812
2015,1313318006,290 51247 RNG RD 231,1976,Residential,1 Storey & Basement,119,1279,Y,N,Y,Y,502000,53.40537528,-113.2659497
2015,1325703003,23046 TWP RD 514,1990,Residential,1 Storey & Basement,179,1925,Y,Y,Y,Y,630000,53.42494831,-113.2606979
2015,1312330002,85 51149 RNG RD 231,1990,Residential,1 Storey & Basement,193,2074,Y,Y,Y,N,615000,53.39011768,-113.2627366
2015,1323501005,51302 RNG RD 231,1958,Residential,1 Storey & Basement,100,1075,N,N,Y,Y,407000,53.41138735,-113.2732838
2015,1312303009,242 51149 RNG RD 231,1995,Residential,1 Storey & Basement,140,1511,Y,Y,Y,Y,585000,53.39370092,-113.2693172
2015,1312314006,14 51149 RNG RD 231,1962,Residential,1 Storey & Basement,107,1155,Y,Y,Y,Y,433000,53.39204397,-113.269314
2015,1314105006,145 51248 RNG RD 231,1982,Residential,1 Storey & Basement,157,1693,Y,Y,Y,Y,581000,53.40851379,-113.2829796
2015,1324733003,109 51313 RNG RD 231,1990,Residential,1 Storey & Basement,202,2177,Y,Y,Y,Y,791000,53.41565855,-113.2612729
2015,1313704007,49 23054 TWP RD 512,1978,Residential,2 Storey & Basement,248,2673,Y,Y,Y,Y,636000,53.39842378,-113.2704693
2015,1323134005,338 23109 TWP RD 514,1974,Residential,Split Level & Crawl Space,106,1140,Y,Y,Y,N,438000,53.41930678,-113.275737
2015,1309701009,51135 RNG RD 234,2005,Residential,2 Storey & Basement,259,2785,Y,Y,Y,Y,679000,53.38855787,-113.3443184
2015,1323131001,278 23109 TWP RD 514,2011,Residential,1 Storey & Basement,174,1871,Y,Y,Y,N,785000,53.42278303,-113.2739689
2015,1313314005,338 51247 RNG RD 231,1991,Residential,1 Storey & Basement,147,1578,Y,N,Y,N,514000,53.40832577,-113.2674666
2015,1323132009,290 23109 TWP RD 514,1974,Residential,2 Storey & Basement,231,2490,Y,Y,Y,Y,581000,53.42170668,-113.2758601
2015,1311501009,51138 RNG RD 231,1975,Residential,1 Storey & Basement,158,1704,Y,Y,Y,Y,477000,53.38716215,-113.2730569
2015,1313324004,218 51247 RNG RD 231,1978,Residential,1 Storey & Basement,139,1500,Y,Y,Y,Y,548000,53.4030826,-113.2654314
2015,1323111003,409 23109 TWP RD 514,1974,Residential,1 Storey & Basement,143,1535,Y,Y,Y,Y,623000,53.41752134,-113.2810632
2015,1314127000,38 51248 RNG RD 231,1992,Residential,1 Storey & Basement,97,1040,N,Y,Y,Y,463000,53.4047192,-113.2778688
2015,1323108009,445 23109 TWP RD 514,1974,Residential,1 Storey & Basement,191,2061,Y,Y,Y,Y,625000,53.41962753,-113.2829898
2015,1313307009,253 51247 RNG RD 231,1977,Residential,2 Storey & Basement,238,2558,Y,Y,Y,Y,719000,53.40618312,-113.2583828
2015,1326520002,49 23114 TWP RD 514,1991,Residential,1 Storey & Basement,221,2379,Y,Y,Y,Y,731000,53.42790267,-113.2743884
2015,1314116003,1 51248 RNG RD 231,1982,Residential,1 3/4 Storey & Basement,164,1768,Y,N,Y,Y,544000,53.40444416,-113.2731201
2015,1326505003,86 23114 TWP RD 514,2001,Residential,1 Storey & Basement,175,1888,Y,Y,Y,N,693000,53.42682309,-113.28195
2015,1324719002,14 51313 RNG RD 231,1984,Residential,1 Storey & Basement,99,1065,N,Y,Y,Y,417000,53.41428524,-113.2681898
2015,1313317008,302 51247 RNG RD 231,1977,Residential,1 1/2 Storey & Basement,184,1976,Y,Y,Y,Y,534000,53.40564123,-113.263579
2015,1316101003,51274 RNG RD 233,1953,Residential,1 Storey & Basement,249,2681,Y,Y,Y,N,767000,53.40919416,-113.3229384
2015,1333504007,23324 TWP RD 515,1978,Residential,2 Storey & Basement,181,1952,Y,Y,Y,Y,500000,53.44025891,-113.3293087
2015,1313722009,86 23054 TWP RD 512,1976,Residential,2 Storey & Basement,397,4271,Y,Y,Y,Y,906000,53.3976004,-113.2685383
2015,1313726000,157 23054 TWP RD 512,1976,Residential,2 Storey & Basement,180,1938,Y,Y,Y,Y,535000,53.396843,-113.2583594
2015,1313326009,229 51247 RNG RD 231,1976,Residential,Split Entry,135,1455,Y,Y,Y,Y,543000,53.404332,-113.2620459
2015,1313718007,182 23054 TWP RD 512,1978,Residential,2 Storey & Basement,239,2569,N,Y,Y,Y,673000,53.40028624,-113.2664794
2015,1314700012,23174 TWP RD 512,1977,Exempt / Farmland / Residential,1 Storey & Basement,132,1420,Y,Y,Y,Y,605000,53.39693194,-113.2950526
2015,1313706002,73 23054 TWP RD 512,1978,Residential,Split Level,153,1647,Y,Y,Y,Y,626000,53.39691812,-113.2704677
2015,1324324001,86 23045 TWP RD 514,1993,Residential,1 Storey & Basement,146,1574,Y,Y,Y,Y,686000,53.4247104,-113.2647953
2015,1313309005,277 51247 RNG RD 231,1976,Residential,1 Storey & Basement,123,1327,Y,Y,Y,Y,429000,53.40611373,-113.2622299
2015,1324729001,73 51313 RNG RD 231,1989,Residential,1 Storey & Basement,148,1598,N,Y,Y,Y,643000,53.41349697,-113.2643098
2015,1314102018,175 51248 RNG RD 231,1992,Residential,1 Storey & Basement,139,1496,Y,Y,Y,Y,642000,53.4088384,-113.2778331
2015,1324720000,2 51313 RNG RD 231,1980,Residential,1 Storey & Basement,145,1563,Y,Y,Y,Y,593000,53.41268962,-113.2684979
2015,1313705004,61 23054 TWP RD 512,1981,Residential,1 1/2 Storey & Basement,256,2756,Y,Y,Y,Y,624000,53.39842378,-113.2704693
2015,1324716008,74 51313 RNG RD 231,1989,Residential,2 Storey & Basement,223,2404,Y,Y,Y,Y,826000,53.41457119,-113.2663716
2015,1313723007,110 23054 TWP RD 512,1977,Residential,1 Storey Basementless,265,2854,Y,Y,N,N,584000,53.39724203,-113.265716
2015,1324306008,51365 RNG RD 231,1973,Residential,Split Level & Crawl Space,174,1869,Y,Y,Y,Y,556000,53.42280555,-113.2704938
2015,1313304006,349 51247 RNG RD 231,1976,Residential,Split Level & Crawl Space,111,1197,Y,Y,Y,Y,479000,53.41029906,-113.2670661
2015,1324730009,85 51313 RNG RD 231,1989,Residential,Split Entry,139,1500,Y,Y,Y,Y,632000,53.41436745,-113.2637573
2015,1313720003,170 23054 TWP RD 512,1976,Residential,2 Storey & Basement,265,2853,Y,Y,Y,Y,597000,53.39846941,-113.2655565
2015,1313717009,194 23054 TWP RD 512,1976,Residential,1 Storey & Basement,162,1740,Y,Y,Y,Y,554000,53.40060936,-113.2649633
2015,1313315002,326 51247 RNG RD 231,1975,Residential,1 Storey & Basement,184,1976,Y,Y,Y,Y,525000,53.40660762,-113.2677752
2015,1313308007,265 51247 RNG RD 231,1976,Residential,2 Storey & Basement,216,2327,Y,Y,Y,Y,706000,53.40513583,-113.2599558
2015,1313724005,122 23054 TWP RD 512,1978,Residential,1 Storey & Basement,150,1619,Y,Y,Y,Y,517000,53.39726284,-113.2640194
2015,1324308004,121 23045 TWP RD 514,1974,Residential,1 1/2 Storey & Basement,197,2120,Y,Y,Y,Y,518000,53.42113227,-113.2693022
2015,1314130004,2 51248 RNG RD 231,1994,Residential,1 Storey & Basement,271,2920,Y,Y,Y,Y,945000,53.40627446,-113.2728229
2015,1324723004,1 51313 RNG RD 231,1979,Residential,2 Storey & Basement,212,2281,Y,Y,Y,N,611000,53.41157403,-113.2704819
2015,1313323006,230 51247 RNG RD 231,2008,Residential,1 Storey & Basement,272,2928,Y,Y,Y,Y,975000,53.40307857,-113.2682113
2015,1326506001,98 23114 TWP RD 514,1978,Residential,2 Storey & Basement,328,3536,Y,Y,Y,Y,820000,53.42722814,-113.2809068
2015,1313319004,278 51247 RNG RD 231,1976,Residential,1 Storey & Basement,158,1703,N,Y,Y,Y,560000,53.40560974,-113.267192
