CATEGORY,YEAR,Neighbourhood,ADDRESS,QUADRANT,Ward,LATITUDE,LONGITUDE,LOCATION,,,,Value
General,2015,Kensington,13620  -  113A STREET,NW,2,53.59887349,-113.517608,"(53.5988734885756, -113.517608045052)",,,,1
Public Space,2015,Kensington,13312  -  114 STREET,NW,2,53.59379146,-113.5187473,"(53.5937914593927, -113.518747328417)",,,,1
General,2015,Kensington,13436  -  114 STREET,NW,2,53.59636219,-113.5187711,"(53.5963621945089, -113.518771133971)",,,,1
General,2015,Kensington,13439  -  114 STREET,NW,2,53.5964671,-113.5178638,"(53.5964671012694, -113.517863822811)",,,,1
General,2015,Kensington,13447  -  114 STREET,NW,2,53.59675201,-113.5178659,"(53.5967520081772, -113.517865865963)",,,,1
General,2015,Kensington,13507  -  114 STREET,NW,2,53.59736269,-113.51787,"(53.597362689996, -113.517869970392)",,,,1
General,2015,Kensington,13519  -  114 STREET,NW,2,53.59777331,-113.5178729,"(53.5977733133181, -113.517872863217)",,,,1
General,2015,Kensington,13524  -  114 STREET,NW,2,53.59788996,-113.5187819,"(53.5978899613267, -113.518781914221)",,,,1
General,2015,Kensington,13528  -  114 STREET,NW,2,53.59803098,-113.5187829,"(53.5980309813156, -113.518782894755)",,,,1
General,2015,Kensington,13607  -  114 STREET,NW,2,53.59859045,-113.5178786,"(53.5985904532576, -113.517878635293)",,,,1
General,2015,Kensington,13611  -  114 STREET,NW,2,53.59872872,-113.5178796,"(53.598728723483, -113.517879598809)",,,,1
General,2015,Kensington,13616  -  114 STREET,NW,2,53.59904609,-113.5185784,"(53.5990460887161, -113.518578358632)",,,,1
General,2015,Kensington,13228  -  115 STREET,NW,2,53.59317149,-113.5204505,"(53.5931714925859, -113.520450453745)",,,,1
General,2015,Kensington,13232  -  115 STREET,NW,2,53.59333893,-113.5204518,"(53.593338932773, -113.520451805261)",,,,1
General,2015,Kensington,13323  -  115 STREET,NW,2,53.594274,-113.5196212,"(53.5942740013751, -113.519621181682)",,,,1
General,2015,Kensington,13435  -  115 STREET,NW,2,53.59647074,-113.5195206,"(53.59647073667, -113.519520568757)",,,,1
General,2015,Kensington,13436  -  115 STREET,NW,2,53.59649133,-113.5204814,"(53.5964913313782, -113.520481363087)",,,,1
General,2015,Kensington,13444  -  115 STREET,NW,2,53.59674328,-113.5204833,"(53.5967432774777, -113.520483313709)",,,,1
General,2015,Kensington,13448  -  115 STREET,NW,2,53.59686651,-113.5204843,"(53.5968665141925, -113.520484259587)",,,,1
General,2015,Kensington,13539  -  115 STREET,NW,2,53.59857964,-113.519427,"(53.598579644049, -113.519426999097)",,,,1
General,2015,Kensington,13208  -  116 STREET,NW,2,53.59233007,-113.5221524,"(53.5923300747551, -113.522152432772)",,,,1
General,2015,Kensington,13212  -  116 STREET,NW,2,53.5924725,-113.5221535,"(53.5924724971562, -113.52215354463)",,,,1
General,2015,Kensington,13235  -  116 STREET,NW,2,53.59317128,-113.521199,"(53.5931712819368, -113.521198951243)",,,,1
General,2015,Kensington,13307  -  116 STREET,NW,2,53.59346788,-113.5212014,"(53.5934678810279, -113.521201352865)",,,,1
General,2015,Kensington,13408  -  116 STREET,NW,2,53.59546897,-113.5221823,"(53.5954689687548, -113.52218232975)",,,,1
General,2015,Kensington,13411  -  116 STREET,NW,2,53.59546505,-113.521222,"(53.595465049314, -113.521221973536)",,,,1
General,2015,Kensington,13423  -  116 STREET,NW,2,53.59610452,-113.5212269,"(53.596104516212, -113.521226888502)",,,,1
General,2015,Kensington,13428  -  116 STREET,NW,2,53.59617808,-113.5221879,"(53.5961780789483, -113.522187863117)",,,,1
General,2015,Kensington,13431  -  116 STREET,NW,2,53.59638797,-113.5212291,"(53.5963879679588, -113.521229091575)",,,,1
General,2015,Kensington,13435  -  116 STREET,NW,2,53.59652763,-113.5212302,"(53.5965276314702, -113.521230171118)",,,,1
General,2015,Kensington,13439  -  116 STREET,NW,2,53.5966673,-113.5212313,"(53.5966673039639, -113.521231250564)",,,,1
General,2015,Kensington,13444  -  116 STREET,NW,2,53.59674771,-113.5221923,"(53.596747714192, -113.52219229664)",,,,1
General,2015,Kensington,13451  -  116 STREET,NW,2,53.59708631,-113.5212345,"(53.5970863124398, -113.521234489029)",,,,1
General,2015,Kensington,13504  -  116 STREET,NW,2,53.59703253,-113.5221945,"(53.5970325318236, -113.522194520981)",,,,1
General,2015,Kensington,13508  -  116 STREET,NW,2,53.59716946,-113.5221956,"(53.5971694635406, -113.522195589218)",,,,1
General,2015,Kensington,13532  -  116 STREET,NW,2,53.59819813,-113.5222036,"(53.5981981316394, -113.522203589724)",,,,1
General,2015,Kensington,13212  -  117 STREET,NW,2,53.59264492,-113.5238637,"(53.5926449249183, -113.523863714084)",,,,1
General,2015,Kensington,13216  -  117 STREET,NW,2,53.59278192,-113.5238648,"(53.592781919511, -113.52386475678)",,,,1
General,2015,Kensington,13220  -  117 STREET,NW,2,53.59290521,-113.5238657,"(53.5929052102151, -113.523865711875)",,,,1
General,2015,Kensington,13223  -  117 STREET,NW,2,53.59300944,-113.5229063,"(53.593009435572, -113.522906294961)",,,,1
General,2015,Kensington,13335  -  117 STREET,NW,2,53.59435902,-113.5229168,"(53.5943590198, -113.522916845008)",,,,1
General,2015,Kensington,13403  -  117 STREET,NW,2,53.59564786,-113.5228323,"(53.5956478571876, -113.522832312753)",,,,1
General,2015,Kensington,13411  -  117 STREET,NW,2,53.59607083,-113.5229357,"(53.5960708325628, -113.522935746435)",,,,1
General,2015,Kensington,13529  -  117 STREET,NW,2,53.59778136,-113.5229489,"(53.59778136386, -113.522948892914)",,,,1
General,2015,Kensington,13537  -  117 STREET,NW,2,53.59805523,-113.5229511,"(53.5980552274343, -113.522951079596)",,,,1
General,2015,Kensington,13311  -  118 STREET,NW,2,53.59364588,-113.5246198,"(53.5936458810689, -113.524619829755)",,,,1
General,2015,Kensington,13312  -  118 STREET,NW,2,53.5934897,-113.5255787,"(53.5934897012393, -113.525578721074)",,,,1
General,2015,Kensington,13327  -  118 STREET,NW,2,53.59421539,-113.5246242,"(53.5942153904969, -113.52462423693)",,,,1
General,2015,Kensington,13335  -  118 STREET,NW,2,53.59464712,-113.5248332,"(53.594647122607, -113.524833245276)",,,,1
General,2015,Kensington,13408  -  118 STREET,NW,2,53.59543798,-113.5255959,"(53.5954379802457, -113.525595881527)",,,,1
General,2015,Kensington,13440  -  118 STREET,NW,2,53.59656606,-113.525605,"(53.5965660550455, -113.525605026145)",,,,1
General,2015,Kensington,13503  -  118 STREET,NW,2,53.59669433,-113.524647,"(53.5966943284122, -113.524647027992)",,,,1
General,2015,Kensington,13511  -  118 STREET,NW,2,53.59696817,-113.5246493,"(53.5969681653725, -113.524649301471)",,,,1
General,2015,Kensington,13515  -  118 STREET,NW,2,53.59710508,-113.5246504,"(53.5971050793552, -113.524650438268)",,,,1
General,2015,Kensington,13520  -  118 STREET,NW,2,53.59727264,-113.5256107,"(53.5972726405024, -113.525610735775)",,,,1
General,2015,Kensington,13531  -  118 STREET,NW,2,53.59765274,-113.524655,"(53.5976527352545, -113.524654985502)",,,,1
General,2015,Kensington,13539  -  118 STREET,NW,2,53.59792656,-113.5246573,"(53.5979265632454, -113.524657274253)",,,,1
General,2015,Kensington,13540  -  118 STREET,NW,2,53.5981709,-113.5256348,"(53.5981708965347, -113.525634842546)",,,,1
General,2015,Kensington,13203  -  119 STREET,NW,2,53.59252729,-113.5265315,"(53.5925272904656, -113.526531529159)",,,,1
General,2015,Kensington,13215  -  119 STREET,NW,2,53.59299116,-113.5263231,"(53.5929911637062, -113.526323100436)",,,,1
General,2015,Kensington,13315  -  119 STREET,NW,2,53.59359661,-113.5263278,"(53.5935966089327, -113.52632779318)",,,,1
General,2015,Kensington,13516  -  119 STREET,NW,2,53.59715289,-113.5272643,"(53.5971528871285, -113.527264283567)",,,,1
General,2015,Kensington,13520  -  119 STREET,NW,2,53.59728713,-113.5272651,"(53.5972871310875, -113.5272651263)",,,,1
General,2015,Kensington,13544  -  119 STREET,NW,2,53.5981542,-113.5272706,"(53.5981542040415, -113.527270643017)",,,,1
General,2015,Kensington,13316  -  120 STREET,NW,2,53.59359792,-113.5293109,"(53.5935979205979, -113.529310897897)",,,,1
General,2015,Kensington,13319  -  120 STREET,NW,2,53.59391524,-113.5278878,"(53.5939152413966, -113.527887781295)",,,,1
General,2015,Kensington,13320  -  120 STREET,NW,2,53.59372662,-113.5293115,"(53.593726619198, -113.529311461343)",,,,1
General,2015,Kensington,13334  -  120 STREET,NW,2,53.594262,-113.5285874,"(53.5942619988898, -113.528587448035)",,,,1
General,2015,Kensington,13338  -  120 STREET,NW,2,53.59463185,-113.5285885,"(53.5946318546331, -113.528588511987)",,,,1
General,2015,Kensington,13516  -  120 STREET,NW,2,53.5971452,-113.5287628,"(53.5971452017696, -113.528762768496)",,,,1
General,2015,Kensington,13523  -  120 STREET,NW,2,53.59742041,-113.5279076,"(53.5974204127081, -113.527907645738)",,,,1
General,2015,Kensington,13524  -  120 STREET,NW,2,53.59741365,-113.528764,"(53.5974136518982, -113.528763995605)",,,,1
General,2015,Kensington,13543  -  120 STREET,NW,2,53.59813268,-113.5279109,"(53.5981326760987, -113.527910853117)",,,,1
General,2015,Kensington,13205  -  121 STREET,NW,2,53.59236107,-113.5299735,"(53.5923610698598, -113.529973528138)",,,,1
General,2015,Kensington,13215  -  121 STREET,NW,2,53.59262595,-113.5299746,"(53.5926259521798, -113.529974606211)",,,,1
General,2015,Kensington,13311  -  121 STREET,NW,2,53.59358314,-113.5299784,"(53.5935831387853, -113.529978438172)",,,,1
General,2015,Kensington,13208  -  122 STREET,NW,2,53.5925165,-113.532401,"(53.5925165026912, -113.532400963857)",,,,1
General,2015,Kensington,13211  -  122 STREET,NW,2,53.59262471,-113.531522,"(53.5926247146532, -113.53152196249)",,,,1
General,2015,Kensington,13212  -  122 STREET,NW,2,53.59265891,-113.5324016,"(53.5926589050286, -113.532401581756)",,,,1
General,2015,Kensington,13217  -  122 STREET,NW,2,53.59276169,-113.5315225,"(53.5927616893689, -113.531522546844)",,,,1
General,2015,Kensington,13440  -  122 STREET,NW,2,53.59662858,-113.5324196,"(53.596628577496, -113.532419606376)",,,,1
General,2015,Kensington,13524  -  122 STREET,NW,2,53.59751888,-113.5324802,"(53.5975188784139, -113.532480244546)",,,,1
General,2015,Kensington,13202  -  123 STREET,NW,2,53.59258225,-113.5339538,"(53.5925822450209, -113.533953756444)",,,,1
General,2015,Kensington,13210  -  123 STREET,NW,2,53.5928799,-113.53395,"(53.592879898219, -113.533950043054)",,,,1
General,2015,Kensington,13227  -  123 STREET,NW,2,53.59321676,-113.5330719,"(53.5932167628302, -113.533071930848)",,,,1
General,2015,Kensington,13312  -  123 STREET,NW,2,53.59343407,-113.5339527,"(53.5934340701981, -113.533952660046)",,,,1
General,2015,Kensington,13323  -  123 STREET,NW,2,53.59406314,-113.5330759,"(53.5940631442332, -113.533075891379)",,,,1
General,2015,Kensington,13332  -  123 STREET,NW,2,53.59408172,-113.5339557,"(53.5940817153689, -113.533955713593)",,,,1
General,2015,Kensington,13515  -  123 STREET,NW,2,53.59674157,-113.5330868,"(53.5967415655023, -113.533086766332)",,,,1
General,2015,Kensington,13516  -  123 STREET,NW,2,53.59689812,-113.5339691,"(53.5968981159817, -113.533969098475)",,,,1
General,2015,Kensington,13519  -  123 STREET,NW,2,53.59687852,-113.5330873,"(53.596878521802, -113.533087265293)",,,,1
General,2015,Kensington,13523  -  123 STREET,NW,2,53.59701548,-113.5330878,"(53.5970154780985, -113.533087764254)",,,,1
General,2015,Kensington,13536  -  123 STREET,NW,2,53.597569,-113.5339713,"(53.5975689950044, -113.533971292267)",,,,1
General,2015,Kensington,13539  -  123 STREET,NW,2,53.59756332,-113.5330898,"(53.5975633212834, -113.533089775012)",,,,1
General,2015,Kensington,13540  -  123 STREET,NW,2,53.59770317,-113.5339717,"(53.5977031744059, -113.533971734007)",,,,1
General,2015,Kensington,13547  -  123 STREET,NW,2,53.59783711,-113.5330908,"(53.5978371080446, -113.533090774328)",,,,1
General,2015,Kensington,13556  -  123 STREET,NW,2,53.59833003,-113.5339699,"(53.5983300335563, -113.533969880427)",,,,1
General,2015,Kensington,13303  -  123A STREET,NW,2,53.59311416,-113.5345765,"(53.593114155409, -113.534576529212)",,,,1
General,2015,Kensington,13308  -  123A STREET,NW,2,53.59350794,-113.5355003,"(53.5935079404951, -113.535500294129)",,,,1
General,2015,Kensington,13311  -  123A STREET,NW,2,53.59348105,-113.5346205,"(53.5934810509692, -113.534620529306)",,,,1
General,2015,Kensington,13328  -  123A STREET,NW,2,53.59419704,-113.5355034,"(53.5941970378852, -113.535503415152)",,,,1
General,2015,Kensington,13331  -  123A STREET,NW,2,53.59418892,-113.5346237,"(53.5941889203729, -113.534623746933)",,,,1
General,2015,Kensington,13332  -  123A STREET,NW,2,53.59442994,-113.5355045,"(53.5944299390978, -113.535504485834)",,,,1
General,2015,Kensington,13335  -  123A STREET,NW,2,53.59433132,-113.5346244,"(53.5943313227922, -113.534624402505)",,,,1
General,2015,Kensington,13411  -  123A STREET,NW,2,53.59516242,-113.5346282,"(53.5951624182478, -113.534628199489)",,,,1
General,2015,Kensington,13511  -  123A STREET,NW,2,53.59687636,-113.5346352,"(53.5968763565489, -113.534635240034)",,,,1
General,2015,Kensington,13519  -  123A STREET,NW,2,53.59715021,-113.5346364,"(53.5971502067772, -113.534636384608)",,,,1
General,2015,Kensington,13520  -  123A STREET,NW,2,53.59713375,-113.5355162,"(53.5971337483049, -113.535516232853)",,,,1
General,2015,Kensington,13528  -  123A STREET,NW,2,53.59740211,-113.5355174,"(53.5974021083063, -113.535517428237)",,,,1
General,2015,Kensington,13532  -  123A STREET,NW,2,53.59753628,-113.535518,"(53.5975362792584, -113.535518010924)",,,,1
General,2015,Kensington,13535  -  123A STREET,NW,2,53.59769792,-113.5346386,"(53.5976979160642, -113.534638643457)",,,,1
General,2015,Kensington,13536  -  123A STREET,NW,2,53.59767046,-113.5355186,"(53.5976704592515, -113.535518608619)",,,,1
General,2015,Kensington,13325  -  124 STREET,NW,2,53.59423574,-113.5361685,"(53.5942357411911, -113.53616851888)",,,,1
General,2015,Kensington,13419  -  124 STREET,NW,2,53.5956497,-113.5361751,"(53.5956497008014, -113.536175070685)",,,,1
General,2015,Kensington,13528  -  124 STREET,NW,2,53.59774211,-113.5368808,"(53.5977421086476, -113.536880772264)",,,,1
General,2015,Kensington,13531  -  124 STREET,NW,2,53.59811956,-113.5363036,"(53.5981195645008, -113.536303640001)",,,,1
General,2015,Kensington,13532  -  124 STREET,NW,2,53.59811862,-113.5368843,"(53.5981186229594, -113.536884267811)",,,,1
General,2015,Kensington,13507  -  125 STREET,NW,2,53.59706819,-113.5377585,"(53.5970681891799, -113.537758533681)",,,,1
General,2015,Kensington,13508  -  125 STREET,NW,2,53.59698089,-113.5384747,"(53.5969808877046, -113.538474725422)",,,,1
General,2015,Kensington,13511  -  126 STREET,NW,2,53.59710977,-113.5391201,"(53.5971097707379, -113.539120057209)",,,,1
General,2015,Kensington,13552  -  126 STREET,NW,2,53.59840321,-113.5395326,"(53.5984032095493, -113.539532577941)",,,,1
General,2015,Kensington,13417  -  127 STREET,NW,2,53.59459506,-113.5407471,"(53.5945950636558, -113.540747131288)",,,,1
General,2015,Kensington,13515  -  127 STREET,NW,2,53.59712345,-113.5406147,"(53.5971234524028, -113.540614695652)",,,,1
General,2015,Kensington,13539  -  127 STREET,NW,2,53.59805426,-113.5406167,"(53.5980542567305, -113.540616667372)",,,,1
General,2015,Kensington,13611  -  127 STREET,NW,2,53.59886547,-113.5397065,"(53.5988654668903, -113.539706485784)",,,,1
General,2015,Kensington,11608  -  132 AVENUE,NW,2,53.59232287,-113.5229009,"(53.5923228714348, -113.522900933691)",,,,1
General,2015,Kensington,11712  -  132 AVENUE,NW,2,53.59252215,-113.5244032,"(53.5925221478681, -113.524403162713)",,,,1
General,2015,Kensington,11716  -  132 AVENUE,NW,2,53.59252273,-113.524643,"(53.5925227323738, -113.524642979003)",,,,1
General,2015,Kensington,11804  -  132 AVENUE,NW,2,53.59252389,-113.5251217,"(53.5925238873013, -113.525121690404)",,,,1
General,2015,Kensington,11908  -  132 AVENUE,NW,2,53.5925254,-113.5278263,"(53.5925253976512, -113.52782631877)",,,,1
General,2015,Kensington,11704  -  133 AVENUE,NW,2,53.59336535,-113.5238693,"(53.5933653486843, -113.523869269173)",,,,1
General,2015,Kensington,11708  -  133 AVENUE,NW,2,53.5933575,-113.5246176,"(53.5933575048382, -113.52461758377)",,,,1
General,2015,Kensington,11908  -  133 AVENUE,NW,2,53.59334175,-113.5278852,"(53.5933417495423, -113.527885187161)",,,,1
General,2015,Kensington,12323  -  133 AVENUE,NW,2,53.59291383,-113.5356605,"(53.5929138290822, -113.535660495601)",,,,1
General,2015,Kensington,12324  -  133 AVENUE,NW,2,53.59333414,-113.5361643,"(53.593334140486, -113.536164285672)",,,,1
General,2015,Kensington,11520  -  133A AVENUE,NW,2,53.5942784,-113.5209969,"(53.5942784018091, -113.520996855107)",,,,1
General,2015,Kensington,12008  -  133A AVENUE,NW,2,53.59426165,-113.5288148,"(53.5942616543687, -113.528814823139)",,,,1
General,2015,Kensington,12012  -  133A AVENUE,NW,2,53.59426131,-113.5290381,"(53.5942613112173, -113.529038089739)",,,,1
General,2015,Kensington,12016  -  133A AVENUE,NW,2,53.59426098,-113.5292637,"(53.5942609767403, -113.529263667259)",,,,1
General,2015,Kensington,12024  -  133A AVENUE,NW,2,53.59426015,-113.5298092,"(53.5942601472717, -113.529809213417)",,,,1
General,2015,Kensington,11411  -  134 AVENUE,NW,2,53.59466671,-113.519525,"(53.5946667135418, -113.519525010355)",,,,1
General,2015,Kensington,11504  -  134 AVENUE,NW,2,53.59517393,-113.519994,"(53.5951739280825, -113.519993977075)",,,,1
General,2015,Kensington,11519  -  134 AVENUE,NW,2,53.59466251,-113.5210003,"(53.5946625100388, -113.521000319807)",,,,1
General,2015,Kensington,11523  -  134 AVENUE,NW,2,53.59466171,-113.5212346,"(53.5946617134739, -113.521234635439)",,,,1
General,2015,Kensington,11531  -  134 AVENUE,NW,2,53.59466013,-113.5217041,"(53.5946601312736, -113.521704097313)",,,,1
General,2015,Kensington,11607  -  134 AVENUE,NW,2,53.59465829,-113.5221736,"(53.5946582867117, -113.522173577207)",,,,1
General,2015,Kensington,11611  -  134 AVENUE,NW,2,53.59465731,-113.5224083,"(53.5946573098268, -113.522408317751)",,,,1
General,2015,Kensington,11615  -  134 AVENUE,NW,2,53.59465633,-113.522643,"(53.5946563324212, -113.522643043183)",,,,1
General,2015,Kensington,11616  -  134 AVENUE,NW,2,53.59516554,-113.5226574,"(53.5951655412452, -113.522657438414)",,,,1
General,2015,Kensington,11620  -  134 AVENUE,NW,2,53.59516455,-113.5228854,"(53.5951645541676, -113.52288535439)",,,,1
General,2015,Kensington,11707  -  134 AVENUE,NW,2,53.59465102,-113.5239064,"(53.5946510227841, -113.52390641285)",,,,1
General,2015,Kensington,11716  -  134 AVENUE,NW,2,53.59515951,-113.5240543,"(53.5951595135866, -113.524054344771)",,,,1
General,2015,Kensington,12202  -  134 AVENUE,NW,2,53.59511152,-113.5321464,"(53.5951115224099, -113.532146415762)",,,,1
General,2015,Kensington,12204  -  134 AVENUE,NW,2,53.59511485,-113.5323388,"(53.5951148532783, -113.532338771561)",,,,1
General,2015,Kensington,12207  -  134 AVENUE,NW,2,53.59470682,-113.5330789,"(53.5947068173704, -113.533078884669)",,,,1
General,2015,Kensington,12208  -  134 AVENUE,NW,2,53.59506046,-113.5330825,"(53.5950604633194, -113.533082492726)",,,,1
General,2015,Kensington,11711  -  134A AVENUE,NW,2,53.59555772,-113.5237998,"(53.5955577184717, -113.523799803165)",,,,1
General,2015,Kensington,12324  -  134A AVENUE,NW,2,53.59576462,-113.5344572,"(53.5957646181922, -113.534457161187)",,,,1
General,2015,Kensington,12336  -  134A AVENUE,NW,2,53.59578414,-113.5354282,"(53.5957841441901, -113.535428169029)",,,,1
General,2015,Kensington,12207  -  134B AVENUE,NW,2,53.59548464,-113.5321787,"(53.5954846360878, -113.532178682017)",,,,1
General,2015,Kensington,12208  -  134B AVENUE,NW,2,53.59624962,-113.5330374,"(53.5962496185799, -113.53303740311)",,,,1
General,2015,Kensington,12215  -  134B AVENUE,NW,2,53.59572218,-113.5331959,"(53.5957221793539, -113.533195857463)",,,,1
General,2015,Kensington,12223  -  134B AVENUE,NW,2,53.59595705,-113.5335642,"(53.5959570520027, -113.533564239899)",,,,1
General,2015,Kensington,12307  -  134B AVENUE,NW,2,53.59606133,-113.5340149,"(53.5960613279525, -113.534014862261)",,,,1
General,2015,Kensington,11320  -  135 AVENUE,NW,2,53.59723011,-113.5172369,"(53.5972301116001, -113.517236946454)",,,,1
General,2015,Kensington,12008  -  135 AVENUE,NW,2,53.59673499,-113.5294054,"(53.5967349896759, -113.529405439122)",,,,1
General,2015,Kensington,12308  -  135 AVENUE,NW,2,53.59656997,-113.534634,"(53.5965699678161, -113.534633969667)",,,,1
General,2015,Kensington,12316  -  135 AVENUE,NW,2,53.59668769,-113.5360048,"(53.5966876869074, -113.536004821183)",,,,1
General,2015,Kensington,12320  -  135 AVENUE,NW,2,53.59668734,-113.5362259,"(53.596687339792, -113.536225895079)",,,,1
General,2015,Kensington,12324  -  135 AVENUE,NW,2,53.59668697,-113.536447,"(53.5966869742972, -113.53644696917)",,,,1
General,2015,Kensington,12331  -  135 AVENUE,NW,2,53.59615882,-113.5354614,"(53.5961588153118, -113.535461429437)",,,,1
General,2015,Kensington,12408  -  135 AVENUE,NW,2,53.59668626,-113.5368891,"(53.5966862599949, -113.536889102046)",,,,1
Public Space,2015,Kensington,12520  -  135 AVENUE,NW,2,53.59668338,-113.5387958,"(53.5966833800172, -113.538795834449)",,,,1
General,2015,Kensington,11604  -  135A AVENUE,NW,2,53.59763999,-113.5221992,"(53.5976399897308, -113.522199207605)",,,,1
General,2015,Kensington,11607  -  135A AVENUE,NW,2,53.5973086,-113.5229453,"(53.5973086004727, -113.522945336716)",,,,1
General,2015,Kensington,11608  -  135A AVENUE,NW,2,53.59763851,-113.5229477,"(53.5976385101015, -113.522947737895)",,,,1
General,2015,Kensington,12104  -  135A AVENUE,NW,2,53.59778981,-113.5296696,"(53.5977898068835, -113.529669642301)",,,,1
General,2015,Kensington,12132  -  135A AVENUE,NW,2,53.59774306,-113.5317943,"(53.5977430640316, -113.531794315577)",,,,1
General,2015,Kensington,12140  -  135A AVENUE,NW,2,53.59768946,-113.5324346,"(53.5976894595462, -113.532434629526)",,,,1
General,2015,Kensington,11516  -  136 AVENUE,NW,2,53.59866952,-113.5204946,"(53.5986695176552, -113.520494628436)",,,,1
General,2015,Kensington,11523  -  136 AVENUE,NW,2,53.59821545,-113.5212432,"(53.5982154462105, -113.521243233657)",,,,1
General,2015,Kensington,11708  -  136 AVENUE,NW,2,53.59867376,-113.5233621,"(53.5986737575651, -113.523362117355)",,,,1
General,2015,Kensington,11720  -  136 AVENUE,NW,2,53.59864448,-113.524127,"(53.5986444794581, -113.524127036241)",,,,1
General,2015,Kensington,11732  -  136 AVENUE,NW,2,53.59865748,-113.524933,"(53.5986574763133, -113.52493297667)",,,,1
General,2015,Kensington,12024  -  136 AVENUE,NW,2,53.59864003,-113.5294763,"(53.5986400311745, -113.529476340005)",,,,1
General,2015,Kensington,12027  -  136 AVENUE,NW,2,53.59813005,-113.5297572,"(53.5981300523388, -113.52975722476)",,,,1
General,2015,Kensington,12044  -  136 AVENUE,NW,2,53.59863824,-113.5306044,"(53.5986382431856, -113.530604436062)",,,,1
General,2015,Kensington,12119  -  136 AVENUE,NW,2,53.59812751,-113.5313456,"(53.5981275131452, -113.531345583046)",,,,1
General,2015,Kensington,12207  -  136 AVENUE,NW,2,53.59812639,-113.5320911,"(53.5981263868879, -113.532091111328)",,,,1
General,2015,Kensington,12212  -  136 AVENUE,NW,2,53.59863576,-113.532163,"(53.5986357561046, -113.532163038265)",,,,1
General,2015,Kensington,12216  -  136 AVENUE,NW,2,53.5986354,-113.532384,"(53.5986353978423, -113.53238404699)",,,,1
General,2015,Kensington,12224  -  136 AVENUE,NW,2,53.59863454,-113.5329182,"(53.5986345363569, -113.532918153856)",,,,1
General,2015,Kensington,12232  -  136 AVENUE,NW,2,53.59863489,-113.5334338,"(53.598634885686, -113.533433847908)",,,,1
General,2015,Kensington,12236  -  136 AVENUE,NW,2,53.59868043,-113.5338246,"(53.5986804303983, -113.533824568708)",,,,1
General,2015,Kensington,12321  -  136 AVENUE,NW,2,53.59821237,-113.535521,"(53.5982123730068, -113.535520987758)",,,,1
General,2015,Kensington,12516  -  136 AVENUE,NW,2,53.59862508,-113.5386433,"(53.5986250792664, -113.538643321737)",,,,1
General,2015,Kensington,12520  -  136 AVENUE,NW,2,53.59862506,-113.538938,"(53.5986250558554, -113.538938015004)",,,,1
General,2015,Kensington,12524  -  136 AVENUE,NW,2,53.59863806,-113.539196,"(53.5986380636377, -113.539195979083)",,,,1
General,2015,Kensington,11327  -  137 AVENUE,NW,2,53.59898662,-113.5176233,"(53.5989866200027, -113.517623327932)",,,,1
General,2015,Kensington,11423  -  137 AVENUE,NW,2,53.59905518,-113.5197868,"(53.5990551765698, -113.519786815083)",,,,1
General,2015,Kensington,11609  -  137 AVENUE,NW,2,53.5990515,-113.522117,"(53.59905150185, -113.522116962889)",,,,1
General,2015,Kensington,11611  -  137 AVENUE,NW,2,53.59905118,-113.5222505,"(53.5990511812894, -113.522250477112)",,,,1
General,2015,Kensington,11613  -  137 AVENUE,NW,2,53.59905087,-113.522384,"(53.5990508696255, -113.522384006338)",,,,1
General,2015,Kensington,11623  -  137 AVENUE,NW,2,53.59904926,-113.5230516,"(53.5990492550377, -113.523051622847)",,,,1
General,2015,Kensington,12107  -  137 AVENUE,NW,2,53.59903244,-113.5306061,"(53.59903244366, -113.530606063379)",,,,1
General,2015,Kensington,12307  -  137 AVENUE,NW,2,53.5990237,-113.5338729,"(53.599023700796, -113.533872891481)",,,,1
General,2015,Kensington,12415  -  137 AVENUE,NW,2,53.59901386,-113.5374618,"(53.5990138585511, -113.537461783239)",,,,1
General,2015,Kensington,12419  -  137 AVENUE,NW,2,53.5990132,-113.5377013,"(53.5990132026901, -113.537701332651)",,,,1
General,2015,Kensington,12503  -  137 AVENUE,NW,2,53.59901255,-113.5379409,"(53.5990125462911, -113.537940866953)",,,,1
General,2015,Kensington,12507  -  137 AVENUE,NW,2,53.5990119,-113.5381781,"(53.5990118985228, -113.538178104977)",,,,1
General,2015,Kernohan,13422  -  25 STREET,NE,4,53.59564101,-113.3800652,"(53.5956410098801, -113.380065179991)",,,,1
General,2015,Kernohan,12904  -  28 STREET,NE,4,53.58789615,-113.3844801,"(53.587896150225, -113.384480071696)",,,,1
General,2015,Kernohan,12948  -  28 STREET,NE,4,53.58922416,-113.384952,"(53.5892241639669, -113.38495202981)",,,,1
Public Space,2015,Kildare,13819  -  82 STREET,NE,7,53.60160132,-113.463367,"(53.6016013178094, -113.463367004192)",,,,1
General,2015,Kilkenny,7528  -  152A AVENUE,NE,3,53.61394522,-113.4587872,"(53.6139452162981, -113.458787164185)",,,,1
General,2015,Kilkenny,15211  -  72A STREET,NE,3,53.61364402,-113.4501412,"(53.6136440209643, -113.450141239783)",,,,1
General,2015,Kilkenny,14812  -  75 STREET,NE,3,53.61009167,-113.4567081,"(53.6100916720098, -113.456708063363)",,,,1
Public Space,2015,Killarney,9223  -  128A AVENUE,NE,7,53.5866886,-113.4843432,"(53.5866885950129, -113.484343228684)",,,,1
General,2015,Killarney,9211  -  130 AVENUE,NE,7,53.58940985,-113.483253,"(53.5894098509555, -113.483252950432)",,,,1
